data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,state_code,state,region,data_fimSE
2023-11-12,202346,145.0,144,147.0,144,ES,Espírito Santo,Sudeste,2023-11-18
2023-11-05,202345,144.0,144,145.0,144,ES,Espírito Santo,Sudeste,2023-11-11
2023-10-29,202344,129.0,129,130.0,129,ES,Espírito Santo,Sudeste,2023-11-04
2023-10-22,202343,141.0,141,141.0,141,ES,Espírito Santo,Sudeste,2023-10-28
2023-10-15,202342,134.0,134,134.0,135,ES,Espírito Santo,Sudeste,2023-10-21
2023-10-08,202341,119.0,119,119.0,121,ES,Espírito Santo,Sudeste,2023-10-14
2023-10-01,202340,151.0,151,151.0,152,ES,Espírito Santo,Sudeste,2023-10-07
2023-09-24,202339,139.0,139,139.0,140,ES,Espírito Santo,Sudeste,2023-09-30
2023-09-17,202338,135.0,135,135.0,135,ES,Espírito Santo,Sudeste,2023-09-23
2023-09-10,202337,118.0,118,118.0,118,ES,Espírito Santo,Sudeste,2023-09-16
2023-09-03,202336,111.0,111,111.0,111,ES,Espírito Santo,Sudeste,2023-09-09
2023-08-27,202335,116.0,116,116.0,116,ES,Espírito Santo,Sudeste,2023-09-02
2023-08-20,202334,132.0,132,132.0,132,ES,Espírito Santo,Sudeste,2023-08-26
2023-08-13,202333,131.0,131,131.0,131,ES,Espírito Santo,Sudeste,2023-08-19
2023-08-06,202332,167.0,167,167.0,167,ES,Espírito Santo,Sudeste,2023-08-12
2023-07-30,202331,193.0,193,193.0,193,ES,Espírito Santo,Sudeste,2023-08-05
2023-07-23,202330,175.0,175,175.0,175,ES,Espírito Santo,Sudeste,2023-07-29
2023-07-16,202329,186.0,186,186.0,186,ES,Espírito Santo,Sudeste,2023-07-22
2023-07-09,202328,266.0,266,266.0,266,ES,Espírito Santo,Sudeste,2023-07-15
2023-07-02,202327,282.0,282,282.0,282,ES,Espírito Santo,Sudeste,2023-07-08
2023-06-25,202326,338.0,338,338.0,338,ES,Espírito Santo,Sudeste,2023-07-01
2023-06-18,202325,427.0,427,427.0,427,ES,Espírito Santo,Sudeste,2023-06-24
2023-06-11,202324,459.0,459,459.0,459,ES,Espírito Santo,Sudeste,2023-06-17
2023-06-04,202323,475.0,475,475.0,475,ES,Espírito Santo,Sudeste,2023-06-10
2023-05-28,202322,541.0,541,541.0,541,ES,Espírito Santo,Sudeste,2023-06-03
2023-05-21,202321,541.0,541,541.0,541,ES,Espírito Santo,Sudeste,2023-05-27
2023-05-14,202320,683.0,683,683.0,683,ES,Espírito Santo,Sudeste,2023-05-20
2023-05-07,202319,824.0,824,824.0,824,ES,Espírito Santo,Sudeste,2023-05-13
2023-04-30,202318,786.0,786,786.0,786,ES,Espírito Santo,Sudeste,2023-05-06
2023-04-23,202317,787.0,787,787.0,787,ES,Espírito Santo,Sudeste,2023-04-29
2023-04-16,202316,830.0,830,830.0,830,ES,Espírito Santo,Sudeste,2023-04-22
2023-04-09,202315,926.0,926,926.0,926,ES,Espírito Santo,Sudeste,2023-04-15
2023-04-02,202314,944.0,944,944.0,944,ES,Espírito Santo,Sudeste,2023-04-08
2023-03-26,202313,1177.0,1177,1177.0,1177,ES,Espírito Santo,Sudeste,2023-04-01
2023-03-19,202312,1159.0,1159,1159.0,1159,ES,Espírito Santo,Sudeste,2023-03-25
2023-03-12,202311,1071.0,1071,1071.0,1071,ES,Espírito Santo,Sudeste,2023-03-18
2023-03-05,202310,1061.0,1061,1061.0,1061,ES,Espírito Santo,Sudeste,2023-03-11
2023-02-26,202309,1021.0,1021,1021.0,1021,ES,Espírito Santo,Sudeste,2023-03-04
2023-02-19,202308,787.0,787,787.0,787,ES,Espírito Santo,Sudeste,2023-02-25
2023-02-12,202307,819.0,819,819.0,819,ES,Espírito Santo,Sudeste,2023-02-18
2023-02-05,202306,799.0,799,799.0,799,ES,Espírito Santo,Sudeste,2023-02-11
2023-01-29,202305,755.0,755,755.0,755,ES,Espírito Santo,Sudeste,2023-02-04
2023-01-22,202304,540.0,540,540.0,540,ES,Espírito Santo,Sudeste,2023-01-28
2023-01-15,202303,487.0,487,487.0,487,ES,Espírito Santo,Sudeste,2023-01-21
2023-01-08,202302,334.0,334,334.0,334,ES,Espírito Santo,Sudeste,2023-01-14
2023-01-01,202301,295.0,295,295.0,295,ES,Espírito Santo,Sudeste,2023-01-07
2022-12-25,202252,147.0,147,147.0,147,ES,Espírito Santo,Sudeste,2022-12-31
2022-12-18,202251,92.0,92,92.0,92,ES,Espírito Santo,Sudeste,2022-12-24
2022-12-11,202250,82.0,82,82.0,82,ES,Espírito Santo,Sudeste,2022-12-17
2022-12-04,202249,55.0,55,55.0,55,ES,Espírito Santo,Sudeste,2022-12-10
2022-11-27,202248,50.0,50,50.0,50,ES,Espírito Santo,Sudeste,2022-12-03
2022-11-20,202247,40.0,40,40.0,40,ES,Espírito Santo,Sudeste,2022-11-26
2022-11-13,202246,46.0,46,46.0,46,ES,Espírito Santo,Sudeste,2022-11-19
2022-11-06,202245,53.0,53,53.0,53,ES,Espírito Santo,Sudeste,2022-11-12
2022-10-30,202244,50.0,50,50.0,50,ES,Espírito Santo,Sudeste,2022-11-05
2022-10-23,202243,41.0,41,41.0,41,ES,Espírito Santo,Sudeste,2022-10-29
2022-10-16,202242,32.0,32,32.0,32,ES,Espírito Santo,Sudeste,2022-10-22
2022-10-09,202241,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-10-15
2022-10-02,202240,27.0,27,27.0,27,ES,Espírito Santo,Sudeste,2022-10-08
2022-09-25,202239,36.0,36,36.0,36,ES,Espírito Santo,Sudeste,2022-10-01
2022-09-18,202238,27.0,27,27.0,27,ES,Espírito Santo,Sudeste,2022-09-24
2022-09-11,202237,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-09-17
2022-09-04,202236,14.0,14,14.0,14,ES,Espírito Santo,Sudeste,2022-09-10
2022-08-28,202235,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-09-03
2022-08-21,202234,17.0,17,17.0,17,ES,Espírito Santo,Sudeste,2022-08-27
2022-08-14,202233,28.0,28,28.0,28,ES,Espírito Santo,Sudeste,2022-08-20
2022-08-07,202232,37.0,37,37.0,37,ES,Espírito Santo,Sudeste,2022-08-13
2022-07-31,202231,38.0,38,38.0,38,ES,Espírito Santo,Sudeste,2022-08-06
2022-07-24,202230,43.0,43,43.0,43,ES,Espírito Santo,Sudeste,2022-07-30
2022-07-17,202229,43.0,43,43.0,43,ES,Espírito Santo,Sudeste,2022-07-23
2022-07-10,202228,61.0,61,61.0,61,ES,Espírito Santo,Sudeste,2022-07-16
2022-07-03,202227,43.0,43,43.0,43,ES,Espírito Santo,Sudeste,2022-07-09
2022-06-26,202226,50.0,50,50.0,50,ES,Espírito Santo,Sudeste,2022-07-02
2022-06-19,202225,56.0,56,56.0,56,ES,Espírito Santo,Sudeste,2022-06-25
2022-06-12,202224,49.0,49,49.0,49,ES,Espírito Santo,Sudeste,2022-06-18
2022-06-05,202223,76.0,76,76.0,76,ES,Espírito Santo,Sudeste,2022-06-11
2022-05-29,202222,67.0,67,67.0,67,ES,Espírito Santo,Sudeste,2022-06-04
2022-05-22,202221,74.0,74,74.0,74,ES,Espírito Santo,Sudeste,2022-05-28
2022-05-15,202220,60.0,60,60.0,60,ES,Espírito Santo,Sudeste,2022-05-21
2022-05-08,202219,114.0,114,114.0,114,ES,Espírito Santo,Sudeste,2022-05-14
2022-05-01,202218,91.0,91,91.0,91,ES,Espírito Santo,Sudeste,2022-05-07
2022-04-24,202217,89.0,89,89.0,89,ES,Espírito Santo,Sudeste,2022-04-30
2022-04-17,202216,65.0,65,65.0,65,ES,Espírito Santo,Sudeste,2022-04-23
2022-04-10,202215,57.0,57,57.0,57,ES,Espírito Santo,Sudeste,2022-04-16
2022-04-03,202214,58.0,58,58.0,58,ES,Espírito Santo,Sudeste,2022-04-09
2022-03-27,202213,51.0,51,51.0,51,ES,Espírito Santo,Sudeste,2022-04-02
2022-03-20,202212,42.0,42,42.0,42,ES,Espírito Santo,Sudeste,2022-03-26
2022-03-13,202211,61.0,61,61.0,61,ES,Espírito Santo,Sudeste,2022-03-19
2022-03-06,202210,38.0,38,38.0,38,ES,Espírito Santo,Sudeste,2022-03-12
2022-02-27,202209,33.0,33,33.0,33,ES,Espírito Santo,Sudeste,2022-03-05
2022-02-20,202208,27.0,27,27.0,27,ES,Espírito Santo,Sudeste,2022-02-26
2022-02-13,202207,23.0,23,23.0,23,ES,Espírito Santo,Sudeste,2022-02-19
2022-02-06,202206,25.0,25,25.0,25,ES,Espírito Santo,Sudeste,2022-02-12
2022-01-30,202205,20.0,20,20.0,20,ES,Espírito Santo,Sudeste,2022-02-05
2022-01-23,202204,24.0,24,24.0,24,ES,Espírito Santo,Sudeste,2022-01-29
2022-01-16,202203,35.0,35,35.0,35,ES,Espírito Santo,Sudeste,2022-01-22
2022-01-09,202202,48.0,48,48.0,48,ES,Espírito Santo,Sudeste,2022-01-15
2022-01-02,202201,41.0,41,41.0,41,ES,Espírito Santo,Sudeste,2022-01-08
2023-12-03,202349,199.0,56,,0,GO,Goiás,Centro-Oeste,2023-12-09
2023-11-26,202348,218.0,114,,72,GO,Goiás,Centro-Oeste,2023-12-02
2023-11-19,202347,280.0,202,,166,GO,Goiás,Centro-Oeste,2023-11-25
2023-11-12,202346,242.0,181,,153,GO,Goiás,Centro-Oeste,2023-11-18
2023-11-05,202345,290.0,240,,221,GO,Goiás,Centro-Oeste,2023-11-11
2023-10-29,202344,267.0,230,,215,GO,Goiás,Centro-Oeste,2023-11-04
2023-10-22,202343,263.0,236,,227,GO,Goiás,Centro-Oeste,2023-10-28
2023-10-15,202342,272.0,252,,249,GO,Goiás,Centro-Oeste,2023-10-21
2023-10-08,202341,224.0,212,,215,GO,Goiás,Centro-Oeste,2023-10-14
2023-10-01,202340,278.0,273,,275,GO,Goiás,Centro-Oeste,2023-10-07
2023-09-24,202339,260.0,260,,262,GO,Goiás,Centro-Oeste,2023-09-30
2023-09-17,202338,300.0,300,300.0,300,GO,Goiás,Centro-Oeste,2023-09-23
2023-09-10,202337,343.0,343,343.0,343,GO,Goiás,Centro-Oeste,2023-09-16
2023-09-03,202336,281.0,281,281.0,281,GO,Goiás,Centro-Oeste,2023-09-09
2023-08-27,202335,300.0,300,300.0,300,GO,Goiás,Centro-Oeste,2023-09-02
2023-08-20,202334,279.0,279,279.0,279,GO,Goiás,Centro-Oeste,2023-08-26
2023-08-13,202333,265.0,265,265.0,265,GO,Goiás,Centro-Oeste,2023-08-19
2023-08-06,202332,255.0,255,255.0,255,GO,Goiás,Centro-Oeste,2023-08-12
2023-07-30,202331,239.0,239,239.0,239,GO,Goiás,Centro-Oeste,2023-08-05
2023-07-23,202330,207.0,207,207.0,207,GO,Goiás,Centro-Oeste,2023-07-29
2023-07-16,202329,222.0,222,222.0,222,GO,Goiás,Centro-Oeste,2023-07-22
2023-07-09,202328,261.0,261,261.0,261,GO,Goiás,Centro-Oeste,2023-07-15
2023-07-02,202327,243.0,243,243.0,243,GO,Goiás,Centro-Oeste,2023-07-08
2023-06-25,202326,254.0,254,254.0,254,GO,Goiás,Centro-Oeste,2023-07-01
2023-06-18,202325,321.0,321,321.0,321,GO,Goiás,Centro-Oeste,2023-06-24
2023-06-11,202324,395.0,395,395.0,395,GO,Goiás,Centro-Oeste,2023-06-17
2023-06-04,202323,293.0,293,293.0,293,GO,Goiás,Centro-Oeste,2023-06-10
2023-05-28,202322,439.0,439,439.0,439,GO,Goiás,Centro-Oeste,2023-06-03
2023-05-21,202321,522.0,522,522.0,522,GO,Goiás,Centro-Oeste,2023-05-27
2023-05-14,202320,711.0,711,711.0,711,GO,Goiás,Centro-Oeste,2023-05-20
2023-05-07,202319,735.0,735,735.0,735,GO,Goiás,Centro-Oeste,2023-05-13
2023-04-30,202318,777.0,777,777.0,777,GO,Goiás,Centro-Oeste,2023-05-06
2023-04-23,202317,884.0,884,884.0,884,GO,Goiás,Centro-Oeste,2023-04-29
2023-04-16,202316,868.0,868,868.0,868,GO,Goiás,Centro-Oeste,2023-04-22
2023-04-09,202315,961.0,961,961.0,961,GO,Goiás,Centro-Oeste,2023-04-15
2023-04-02,202314,802.0,802,802.0,802,GO,Goiás,Centro-Oeste,2023-04-08
2023-03-26,202313,1159.0,1159,1159.0,1159,GO,Goiás,Centro-Oeste,2023-04-01
2023-03-19,202312,1201.0,1201,1201.0,1201,GO,Goiás,Centro-Oeste,2023-03-25
2023-03-12,202311,1031.0,1031,1031.0,1031,GO,Goiás,Centro-Oeste,2023-03-18
2023-03-05,202310,946.0,946,946.0,946,GO,Goiás,Centro-Oeste,2023-03-11
2023-02-26,202309,842.0,842,842.0,842,GO,Goiás,Centro-Oeste,2023-03-04
2023-02-19,202308,678.0,678,678.0,678,GO,Goiás,Centro-Oeste,2023-02-25
2023-02-12,202307,724.0,724,724.0,724,GO,Goiás,Centro-Oeste,2023-02-18
2023-02-05,202306,750.0,750,750.0,750,GO,Goiás,Centro-Oeste,2023-02-11
2023-01-29,202305,827.0,827,827.0,827,GO,Goiás,Centro-Oeste,2023-02-04
2023-01-22,202304,725.0,725,725.0,725,GO,Goiás,Centro-Oeste,2023-01-28
2023-01-15,202303,754.0,754,754.0,754,GO,Goiás,Centro-Oeste,2023-01-21
2023-01-08,202302,672.0,672,672.0,672,GO,Goiás,Centro-Oeste,2023-01-14
2023-01-01,202301,663.0,663,663.0,663,GO,Goiás,Centro-Oeste,2023-01-07
2022-12-25,202252,370.0,370,370.0,370,GO,Goiás,Centro-Oeste,2022-12-31
2022-12-18,202251,297.0,297,297.0,297,GO,Goiás,Centro-Oeste,2022-12-24
2022-12-11,202250,416.0,416,416.0,416,GO,Goiás,Centro-Oeste,2022-12-17
2022-12-04,202249,449.0,449,449.0,449,GO,Goiás,Centro-Oeste,2022-12-10
2022-11-27,202248,390.0,390,390.0,390,GO,Goiás,Centro-Oeste,2022-12-03
2022-11-20,202247,398.0,398,398.0,398,GO,Goiás,Centro-Oeste,2022-11-26
2022-11-13,202246,465.0,465,465.0,465,GO,Goiás,Centro-Oeste,2022-11-19
2022-11-06,202245,413.0,413,413.0,413,GO,Goiás,Centro-Oeste,2022-11-12
2022-10-30,202244,324.0,324,324.0,324,GO,Goiás,Centro-Oeste,2022-11-05
2022-10-23,202243,281.0,281,281.0,281,GO,Goiás,Centro-Oeste,2022-10-29
2022-10-16,202242,382.0,382,382.0,382,GO,Goiás,Centro-Oeste,2022-10-22
2022-10-09,202241,483.0,483,483.0,483,GO,Goiás,Centro-Oeste,2022-10-15
2022-10-02,202240,426.0,426,426.0,426,GO,Goiás,Centro-Oeste,2022-10-08
2022-09-25,202239,549.0,549,549.0,549,GO,Goiás,Centro-Oeste,2022-10-01
2022-09-18,202238,617.0,617,617.0,617,GO,Goiás,Centro-Oeste,2022-09-24
2022-09-11,202237,483.0,483,483.0,483,GO,Goiás,Centro-Oeste,2022-09-17
2022-09-04,202236,478.0,478,478.0,478,GO,Goiás,Centro-Oeste,2022-09-10
2022-08-28,202235,599.0,599,599.0,599,GO,Goiás,Centro-Oeste,2022-09-03
2022-08-21,202234,605.0,605,605.0,605,GO,Goiás,Centro-Oeste,2022-08-27
2022-08-14,202233,631.0,631,631.0,631,GO,Goiás,Centro-Oeste,2022-08-20
2022-08-07,202232,859.0,859,859.0,859,GO,Goiás,Centro-Oeste,2022-08-13
2022-07-31,202231,882.0,882,882.0,882,GO,Goiás,Centro-Oeste,2022-08-06
2022-07-24,202230,797.0,797,797.0,797,GO,Goiás,Centro-Oeste,2022-07-30
2022-07-17,202229,909.0,909,909.0,909,GO,Goiás,Centro-Oeste,2022-07-23
2022-07-10,202228,746.0,746,746.0,746,GO,Goiás,Centro-Oeste,2022-07-16
2022-07-03,202227,772.0,772,772.0,772,GO,Goiás,Centro-Oeste,2022-07-09
2022-06-26,202226,702.0,702,702.0,702,GO,Goiás,Centro-Oeste,2022-07-02
2022-06-19,202225,846.0,846,846.0,846,GO,Goiás,Centro-Oeste,2022-06-25
2022-06-12,202224,622.0,622,622.0,622,GO,Goiás,Centro-Oeste,2022-06-18
2022-06-05,202223,732.0,732,732.0,732,GO,Goiás,Centro-Oeste,2022-06-11
2022-05-29,202222,895.0,895,895.0,895,GO,Goiás,Centro-Oeste,2022-06-04
2022-05-22,202221,1115.0,1115,1115.0,1115,GO,Goiás,Centro-Oeste,2022-05-28
2022-05-15,202220,1144.0,1144,1144.0,1144,GO,Goiás,Centro-Oeste,2022-05-21
2022-05-08,202219,1960.0,1960,1960.0,1960,GO,Goiás,Centro-Oeste,2022-05-14
2022-05-01,202218,2056.0,2056,2056.0,2056,GO,Goiás,Centro-Oeste,2022-05-07
2022-04-24,202217,2334.0,2334,2334.0,2334,GO,Goiás,Centro-Oeste,2022-04-30
2022-04-17,202216,2334.0,2334,2334.0,2334,GO,Goiás,Centro-Oeste,2022-04-23
2022-04-10,202215,2317.0,2317,2317.0,2317,GO,Goiás,Centro-Oeste,2022-04-16
2022-04-03,202214,2784.0,2784,2784.0,2784,GO,Goiás,Centro-Oeste,2022-04-09
2022-03-27,202213,2809.0,2809,2809.0,2809,GO,Goiás,Centro-Oeste,2022-04-02
2022-03-20,202212,3080.0,3080,3080.0,3080,GO,Goiás,Centro-Oeste,2022-03-26
2022-03-13,202211,2902.0,2902,2902.0,2902,GO,Goiás,Centro-Oeste,2022-03-19
2022-03-06,202210,2835.0,2835,2835.0,2835,GO,Goiás,Centro-Oeste,2022-03-12
2022-02-27,202209,2998.0,2998,2998.0,2998,GO,Goiás,Centro-Oeste,2022-03-05
2022-02-20,202208,2335.0,2335,2335.0,2335,GO,Goiás,Centro-Oeste,2022-02-26
2022-02-13,202207,2658.0,2658,2658.0,2658,GO,Goiás,Centro-Oeste,2022-02-19
2022-02-06,202206,2990.0,2990,2990.0,2990,GO,Goiás,Centro-Oeste,2022-02-12
2022-01-30,202205,2948.0,2948,2948.0,2948,GO,Goiás,Centro-Oeste,2022-02-05
2022-01-23,202204,2595.0,2595,2595.0,2595,GO,Goiás,Centro-Oeste,2022-01-29
2022-01-16,202203,2206.0,2206,2206.0,2206,GO,Goiás,Centro-Oeste,2022-01-22
2022-01-09,202202,1776.0,1776,1776.0,1776,GO,Goiás,Centro-Oeste,2022-01-15
2022-01-02,202201,1667.0,1667,1667.0,1667,GO,Goiás,Centro-Oeste,2022-01-08
2023-12-03,202349,6.0,1,22.0,0,MA,Maranhão,Nordeste,2023-12-09
2023-11-26,202348,6.0,1,18.0,1,MA,Maranhão,Nordeste,2023-12-02
2023-11-19,202347,12.0,9,20.0,9,MA,Maranhão,Nordeste,2023-11-25
2023-11-12,202346,7.0,5,11.0,5,MA,Maranhão,Nordeste,2023-11-18
2023-11-05,202345,7.0,6,9.0,6,MA,Maranhão,Nordeste,2023-11-11
2023-10-29,202344,11.0,11,13.0,11,MA,Maranhão,Nordeste,2023-11-04
2023-10-22,202343,12.0,12,14.0,12,MA,Maranhão,Nordeste,2023-10-28
2023-10-15,202342,18.0,18,19.0,18,MA,Maranhão,Nordeste,2023-10-21
2023-10-08,202341,18.0,18,19.0,19,MA,Maranhão,Nordeste,2023-10-14
2023-10-01,202340,16.0,16,17.0,16,MA,Maranhão,Nordeste,2023-10-07
2023-09-24,202339,11.0,11,11.0,11,MA,Maranhão,Nordeste,2023-09-30
2023-09-17,202338,22.0,22,22.0,22,MA,Maranhão,Nordeste,2023-09-23
2023-09-10,202337,24.0,24,24.0,24,MA,Maranhão,Nordeste,2023-09-16
2023-09-03,202336,22.0,22,22.0,22,MA,Maranhão,Nordeste,2023-09-09
2023-08-27,202335,28.0,28,28.0,28,MA,Maranhão,Nordeste,2023-09-02
2023-08-20,202334,21.0,21,21.0,21,MA,Maranhão,Nordeste,2023-08-26
2023-08-13,202333,47.0,47,47.0,47,MA,Maranhão,Nordeste,2023-08-19
2023-08-06,202332,30.0,30,30.0,30,MA,Maranhão,Nordeste,2023-08-12
2023-07-30,202331,45.0,45,45.0,45,MA,Maranhão,Nordeste,2023-08-05
2023-07-23,202330,59.0,59,59.0,59,MA,Maranhão,Nordeste,2023-07-29
2023-07-16,202329,55.0,55,55.0,55,MA,Maranhão,Nordeste,2023-07-22
2023-07-09,202328,73.0,73,73.0,73,MA,Maranhão,Nordeste,2023-07-15
2023-07-02,202327,79.0,79,79.0,79,MA,Maranhão,Nordeste,2023-07-08
2023-06-25,202326,83.0,83,83.0,83,MA,Maranhão,Nordeste,2023-07-01
2023-06-18,202325,85.0,85,85.0,85,MA,Maranhão,Nordeste,2023-06-24
2023-06-11,202324,73.0,73,73.0,73,MA,Maranhão,Nordeste,2023-06-17
2023-06-04,202323,65.0,65,65.0,65,MA,Maranhão,Nordeste,2023-06-10
2023-05-28,202322,67.0,67,67.0,67,MA,Maranhão,Nordeste,2023-06-03
2023-05-21,202321,60.0,60,60.0,60,MA,Maranhão,Nordeste,2023-05-27
2023-05-14,202320,72.0,72,72.0,72,MA,Maranhão,Nordeste,2023-05-20
2023-05-07,202319,79.0,79,79.0,79,MA,Maranhão,Nordeste,2023-05-13
2023-04-30,202318,145.0,145,145.0,145,MA,Maranhão,Nordeste,2023-05-06
2023-04-23,202317,97.0,97,97.0,97,MA,Maranhão,Nordeste,2023-04-29
2023-04-16,202316,116.0,116,116.0,116,MA,Maranhão,Nordeste,2023-04-22
2023-04-09,202315,90.0,90,90.0,90,MA,Maranhão,Nordeste,2023-04-15
2023-04-02,202314,78.0,78,78.0,78,MA,Maranhão,Nordeste,2023-04-08
2023-03-26,202313,66.0,66,66.0,66,MA,Maranhão,Nordeste,2023-04-01
2023-03-19,202312,102.0,102,102.0,102,MA,Maranhão,Nordeste,2023-03-25
2023-03-12,202311,141.0,141,141.0,141,MA,Maranhão,Nordeste,2023-03-18
2023-03-05,202310,145.0,145,145.0,145,MA,Maranhão,Nordeste,2023-03-11
2023-02-26,202309,109.0,109,109.0,109,MA,Maranhão,Nordeste,2023-03-04
2023-02-19,202308,84.0,84,84.0,84,MA,Maranhão,Nordeste,2023-02-25
2023-02-12,202307,45.0,45,45.0,45,MA,Maranhão,Nordeste,2023-02-18
2023-02-05,202306,50.0,50,50.0,50,MA,Maranhão,Nordeste,2023-02-11
2023-01-29,202305,40.0,40,40.0,40,MA,Maranhão,Nordeste,2023-02-04
2023-01-22,202304,33.0,33,33.0,33,MA,Maranhão,Nordeste,2023-01-28
2023-01-15,202303,29.0,29,29.0,29,MA,Maranhão,Nordeste,2023-01-21
2023-01-08,202302,29.0,29,29.0,29,MA,Maranhão,Nordeste,2023-01-14
2023-01-01,202301,37.0,37,37.0,37,MA,Maranhão,Nordeste,2023-01-07
2022-12-25,202252,25.0,25,25.0,25,MA,Maranhão,Nordeste,2022-12-31
2022-12-18,202251,17.0,17,17.0,17,MA,Maranhão,Nordeste,2022-12-24
2022-12-11,202250,22.0,22,22.0,22,MA,Maranhão,Nordeste,2022-12-17
2022-12-04,202249,23.0,23,23.0,23,MA,Maranhão,Nordeste,2022-12-10
2022-11-27,202248,22.0,22,22.0,22,MA,Maranhão,Nordeste,2022-12-03
2022-11-20,202247,29.0,29,29.0,29,MA,Maranhão,Nordeste,2022-11-26
2022-11-13,202246,45.0,45,45.0,45,MA,Maranhão,Nordeste,2022-11-19
2022-11-06,202245,53.0,53,53.0,53,MA,Maranhão,Nordeste,2022-11-12
2022-10-30,202244,41.0,41,41.0,41,MA,Maranhão,Nordeste,2022-11-05
2022-10-23,202243,33.0,33,33.0,33,MA,Maranhão,Nordeste,2022-10-29
2022-10-16,202242,69.0,69,69.0,69,MA,Maranhão,Nordeste,2022-10-22
2022-10-09,202241,55.0,55,55.0,55,MA,Maranhão,Nordeste,2022-10-15
2022-10-02,202240,84.0,84,84.0,84,MA,Maranhão,Nordeste,2022-10-08
2022-09-25,202239,55.0,55,55.0,55,MA,Maranhão,Nordeste,2022-10-01
2022-09-18,202238,87.0,87,87.0,87,MA,Maranhão,Nordeste,2022-09-24
2022-09-11,202237,98.0,98,98.0,98,MA,Maranhão,Nordeste,2022-09-17
2022-09-04,202236,96.0,96,96.0,96,MA,Maranhão,Nordeste,2022-09-10
2022-08-28,202235,98.0,98,98.0,98,MA,Maranhão,Nordeste,2022-09-03
2022-08-21,202234,127.0,127,127.0,127,MA,Maranhão,Nordeste,2022-08-27
2022-08-14,202233,149.0,149,149.0,149,MA,Maranhão,Nordeste,2022-08-20
2022-08-07,202232,120.0,120,120.0,120,MA,Maranhão,Nordeste,2022-08-13
2022-07-31,202231,111.0,111,111.0,111,MA,Maranhão,Nordeste,2022-08-06
2022-07-24,202230,116.0,116,116.0,116,MA,Maranhão,Nordeste,2022-07-30
2022-07-17,202229,130.0,130,130.0,130,MA,Maranhão,Nordeste,2022-07-23
2022-07-10,202228,170.0,170,170.0,170,MA,Maranhão,Nordeste,2022-07-16
2022-07-03,202227,165.0,165,165.0,165,MA,Maranhão,Nordeste,2022-07-09
2022-06-26,202226,131.0,131,131.0,131,MA,Maranhão,Nordeste,2022-07-02
2022-06-19,202225,134.0,134,134.0,134,MA,Maranhão,Nordeste,2022-06-25
2022-06-12,202224,132.0,132,132.0,132,MA,Maranhão,Nordeste,2022-06-18
2022-06-05,202223,154.0,154,154.0,154,MA,Maranhão,Nordeste,2022-06-11
2022-05-29,202222,169.0,169,169.0,169,MA,Maranhão,Nordeste,2022-06-04
2022-05-22,202221,157.0,157,157.0,157,MA,Maranhão,Nordeste,2022-05-28
2022-05-15,202220,133.0,133,133.0,133,MA,Maranhão,Nordeste,2022-05-21
2022-05-08,202219,99.0,99,99.0,99,MA,Maranhão,Nordeste,2022-05-14
2022-05-01,202218,92.0,92,92.0,92,MA,Maranhão,Nordeste,2022-05-07
2022-04-24,202217,95.0,95,95.0,95,MA,Maranhão,Nordeste,2022-04-30
2022-04-17,202216,69.0,69,69.0,69,MA,Maranhão,Nordeste,2022-04-23
2022-04-10,202215,39.0,39,39.0,39,MA,Maranhão,Nordeste,2022-04-16
2022-04-03,202214,53.0,53,53.0,53,MA,Maranhão,Nordeste,2022-04-09
2022-03-27,202213,54.0,54,54.0,54,MA,Maranhão,Nordeste,2022-04-02
2022-03-20,202212,28.0,28,28.0,28,MA,Maranhão,Nordeste,2022-03-26
2022-03-13,202211,32.0,32,32.0,32,MA,Maranhão,Nordeste,2022-03-19
2022-03-06,202210,25.0,25,25.0,25,MA,Maranhão,Nordeste,2022-03-12
2022-02-27,202209,21.0,21,21.0,21,MA,Maranhão,Nordeste,2022-03-05
2022-02-20,202208,26.0,26,26.0,26,MA,Maranhão,Nordeste,2022-02-26
2022-02-13,202207,20.0,20,20.0,20,MA,Maranhão,Nordeste,2022-02-19
2022-02-06,202206,14.0,14,14.0,14,MA,Maranhão,Nordeste,2022-02-12
2022-01-30,202205,7.0,7,7.0,7,MA,Maranhão,Nordeste,2022-02-05
2022-01-23,202204,7.0,7,7.0,7,MA,Maranhão,Nordeste,2022-01-29
2022-01-16,202203,6.0,6,6.0,6,MA,Maranhão,Nordeste,2022-01-22
2022-01-09,202202,1.0,1,1.0,1,MA,Maranhão,Nordeste,2022-01-15
2022-01-02,202201,9.0,9,9.0,9,MA,Maranhão,Nordeste,2022-01-08
2023-12-03,202349,2.0,0,9.0,0,MT,Mato Grosso,Centro-Oeste,2023-12-09
2023-11-26,202348,3.0,1,9.0,1,MT,Mato Grosso,Centro-Oeste,2023-12-02
2023-11-19,202347,1.0,0,5.0,0,MT,Mato Grosso,Centro-Oeste,2023-11-25
2023-11-12,202346,4.0,4,7.0,4,MT,Mato Grosso,Centro-Oeste,2023-11-18
2023-11-05,202345,6.0,6,8.0,6,MT,Mato Grosso,Centro-Oeste,2023-11-11
